MCCCD,MemberCardNumber,CreatedDate,SupportEmp,MemberCardRank,MemberCardPoints,MemberCardAcquiredRankDate
0000053393,MC56199,2016-01-29 00:00:00,01645,SILVER,23,2017-01-21 00:00:00
0000053397,MC96586,2020-02-11 00:00:00,02454,MEMBER,9,2020-10-29 00:00:00
0000053399,MC68598,2020-02-07 00:00:00,00623,MEMBER,49,2021-01-13 00:00:00
0000053400,MC89435,2017-09-09 00:00:00,03849,MEMBER,48,2018-09-04 00:00:00
0000053402,MC57295,2023-03-03 00:00:00,03765,MEMBER,24,2023-04-28 00:00:00
0000053403,MC88925,2021-02-02 00:00:00,03414,MEMBER,31,2021-07-18 00:00:00
0000053404,MC18777,2015-08-29 00:00:00,04072,MEMBER,80,2015-09-29 00:00:00
0000053405,MC96655,2020-05-24 00:00:00,01269,MEMBER,12,2020-07-05 00:00:00
0000053407,MC11999,2015-12-24 00:00:00,03828,SILVER,13,2016-08-29 00:00:00
0000053408,MC32436,2022-11-04 00:00:00,03167,MEMBER,75,2023-09-01 00:00:00
0000053411,MC24169,2020-09-03 00:00:00,04531,SILVER,52,2020-11-15 00:00:00
0000053413,MC70490,2015-09-20 00:00:00,01998,GOLD,98,2016-07-07 00:00:00
0000053414,MC36935,2015-07-27 00:00:00,01023,GOLD,51,2015-09-22 00:00:00
0000053415,MC69223,2020-11-01 00:00:00,01605,GOLD,67,2021-06-14 00:00:00
0000053418,MC59369,2018-06-03 00:00:00,00161,GOLD,82,2018-07-10 00:00:00
0000053420,MC90892,2022-06-27 00:00:00,02159,SILVER,47,2022-10-10 00:00:00
0000053422,MC21397,2017-01-15 00:00:00,00689,SILVER,84,2017-09-21 00:00:00
0000053423,MC17432,2017-11-09 00:00:00,04562,GOLD,22,2017-12-29 00:00:00
0000053429,MC85556,2023-02-03 00:00:00,02060,GOLD,94,2023-03-16 00:00:00
0000053430,MC73982,2021-01-16 00:00:00,04681,GOLD,5,2021-09-27 00:00:00
0000053433,MC12683,2018-09-01 00:00:00,02850,GOLD,69,2018-11-22 00:00:00
0000053435,MC37701,2016-05-21 00:00:00,04494,SILVER,16,2016-06-20 00:00:00
0000053436,MC50168,2021-09-14 00:00:00,00750,GOLD,34,2022-05-02 00:00:00
0000053437,MC50923,2017-06-25 00:00:00,01255,SILVER,35,2017-10-19 00:00:00
0000053438,MC60437,2022-05-15 00:00:00,02070,GOLD,42,2023-02-04 00:00:00
0000053443,MC18324,2017-10-28 00:00:00,02715,MEMBER,47,2018-03-09 00:00:00
0000053445,MC97907,2023-04-15 00:00:00,03117,MEMBER,10,2024-03-15 00:00:00
0000053446,MC35022,2021-10-03 00:00:00,03112,SILVER,12,2022-08-09 00:00:00
0000053448,MC60298,2015-01-16 00:00:00,02394,MEMBER,12,2015-11-03 00:00:00
0000053450,MC53247,2016-10-30 00:00:00,04955,MEMBER,65,2017-08-24 00:00:00
0000053452,MC93726,2019-04-02 00:00:00,02701,GOLD,88,2019-10-22 00:00:00
0000053453,MC78708,2021-05-03 00:00:00,00597,MEMBER,69,2021-11-07 00:00:00
0000053457,MC74719,2015-08-09 00:00:00,00255,GOLD,40,2015-11-03 00:00:00
0000053461,MC80070,2015-03-14 00:00:00,01575,MEMBER,47,2015-05-11 00:00:00
0000053466,MC37161,2020-11-15 00:00:00,00871,GOLD,100,2021-03-12 00:00:00
0000053468,MC33950,2020-09-20 00:00:00,01157,MEMBER,23,2021-08-29 00:00:00
0000053469,MC99858,2021-03-20 00:00:00,00352,SILVER,53,2021-07-06 00:00:00
0000053470,MC19231,2019-09-29 00:00:00,00848,MEMBER,93,2019-12-25 00:00:00
0000053476,MC52936,2017-12-29 00:00:00,02626,GOLD,33,2018-06-15 00:00:00
0000053477,MC88150,2021-02-21 00:00:00,02998,MEMBER,23,2022-02-15 00:00:00
0000053479,MC10969,2020-10-09 00:00:00,04925,GOLD,59,2021-04-06 00:00:00
0000053482,MC87932,2017-04-12 00:00:00,02038,SILVER,33,2017-12-08 00:00:00
0000053486,MC73502,2019-01-30 00:00:00,01136,SILVER,16,2019-06-20 00:00:00
0000053487,MC92364,2017-08-20 00:00:00,01628,MEMBER,52,2017-09-20 00:00:00
0000053489,MC15086,2017-03-22 00:00:00,04687,GOLD,33,2017-12-10 00:00:00
0000053490,MC89997,2021-09-03 00:00:00,02445,GOLD,70,2022-01-18 00:00:00
0000053492,MC82971,2023-03-24 00:00:00,02982,MEMBER,77,2024-02-22 00:00:00
0000053493,MC16567,2021-01-03 00:00:00,04085,SILVER,38,2021-08-23 00:00:00
0000053495,MC62040,2018-06-04 00:00:00,01165,GOLD,7,2018-08-19 00:00:00
0000053496,MC87568,2019-05-27 00:00:00,01325,SILVER,1,2019-07-12 00:00:00
0000053497,MC93230,2020-04-06 00:00:00,03407,MEMBER,7,2020-09-01 00:00:00
0000053498,MC39121,2018-05-08 00:00:00,04147,SILVER,3,2018-12-20 00:00:00
0000053499,MC29819,2022-01-02 00:00:00,00965,GOLD,29,2022-03-05 00:00:00
0000053501,MC76514,2015-06-24 00:00:00,04841,SILVER,60,2016-03-27 00:00:00
0000053503,MC50130,2020-01-14 00:00:00,03075,MEMBER,52,2020-02-18 00:00:00
0000053504,MC53003,2018-04-04 00:00:00,01373,MEMBER,79,2018-08-26 00:00:00
0000053505,MC35328,2019-05-04 00:00:00,04341,MEMBER,60,2019-12-15 00:00:00
0000053507,MC60539,2015-07-09 00:00:00,04853,SILVER,14,2016-04-14 00:00:00
0000053508,MC30907,2023-02-08 00:00:00,02586,MEMBER,76,2024-01-23 00:00:00
0000053509,MC24521,2019-09-13 00:00:00,03689,SILVER,6,2019-10-18 00:00:00
0000053510,MC11199,2019-08-31 00:00:00,01797,SILVER,71,2020-05-25 00:00:00
0000053513,MC56464,2021-07-13 00:00:00,03744,GOLD,5,2021-11-14 00:00:00
0000053514,MC28890,2022-04-06 00:00:00,02656,MEMBER,85,2023-02-17 00:00:00
0000053516,MC76772,2022-07-28 00:00:00,00155,GOLD,91,2023-02-04 00:00:00
0000053517,MC99767,2019-05-21 00:00:00,01157,MEMBER,20,2019-07-10 00:00:00
0000053518,MC31067,2023-01-16 00:00:00,02265,GOLD,44,2023-03-26 00:00:00
0000053520,MC62054,2022-12-21 00:00:00,01963,GOLD,78,2023-08-23 00:00:00
0000053521,MC95402,2023-08-05 00:00:00,01670,SILVER,60,2023-12-06 00:00:00
0000053523,MC21001,2022-09-24 00:00:00,04726,MEMBER,35,2022-12-31 00:00:00
0000053524,MC12711,2023-09-22 00:00:00,03007,GOLD,8,2024-08-31 00:00:00
0000053525,MC71613,2019-10-08 00:00:00,00793,MEMBER,65,2020-02-24 00:00:00
0000053526,MC14933,2019-05-28 00:00:00,00767,MEMBER,68,2019-09-28 00:00:00
0000053528,MC22648,2019-01-09 00:00:00,02108,GOLD,44,2019-08-02 00:00:00
0000053529,MC99036,2020-08-08 00:00:00,02856,SILVER,83,2021-08-03 00:00:00
0000053533,MC28340,2019-02-19 00:00:00,00133,MEMBER,86,2020-01-06 00:00:00
0000053536,MC24382,2015-10-26 00:00:00,03127,SILVER,94,2016-06-20 00:00:00
0000053537,MC36642,2022-10-22 00:00:00,02125,SILVER,69,2022-12-10 00:00:00
0000053539,MC57517,2019-11-16 00:00:00,01464,GOLD,55,2020-09-08 00:00:00
0000053541,MC47732,2019-03-21 00:00:00,03808,GOLD,93,2019-07-30 00:00:00
0000053542,MC18994,2016-09-12 00:00:00,00178,GOLD,21,2017-08-06 00:00:00
0000053543,MC23275,2018-03-05 00:00:00,01441,MEMBER,5,2018-09-26 00:00:00
0000053548,MC61623,2015-03-31 00:00:00,00290,SILVER,53,2016-01-19 00:00:00
0000053549,MC53672,2017-07-15 00:00:00,01873,GOLD,34,2017-11-18 00:00:00
0000053550,MC94338,2018-02-14 00:00:00,01520,MEMBER,82,2018-08-16 00:00:00
0000053551,MC68538,2016-11-08 00:00:00,00660,MEMBER,74,2017-02-07 00:00:00
0000053554,MC10326,2018-07-04 00:00:00,03796,SILVER,36,2019-06-24 00:00:00
0000053555,MC99827,2023-03-27 00:00:00,04573,GOLD,84,2023-06-07 00:00:00
0000053559,MC76470,2018-03-29 00:00:00,02631,GOLD,34,2018-10-03 00:00:00
0000053560,MC10981,2016-04-23 00:00:00,04311,SILVER,86,2016-07-07 00:00:00
0000053561,MC52766,2021-09-11 00:00:00,03815,MEMBER,25,2022-01-18 00:00:00
0000053562,MC52552,2015-11-15 00:00:00,01205,MEMBER,7,2016-10-25 00:00:00
0000053563,MC51337,2020-07-08 00:00:00,03763,SILVER,66,2020-08-16 00:00:00
0000053564,MC48558,2022-10-01 00:00:00,02670,GOLD,5,2023-05-04 00:00:00
0000053568,MC13436,2015-05-16 00:00:00,02140,MEMBER,65,2016-01-23 00:00:00
0000053571,MC45604,2021-10-12 00:00:00,04865,GOLD,17,2022-02-27 00:00:00
0000053574,MC18345,2018-07-27 00:00:00,00585,MEMBER,43,2019-05-22 00:00:00
0000053579,MC32386,2018-04-25 00:00:00,00738,GOLD,84,2019-04-03 00:00:00
0000053580,MC38467,2020-12-28 00:00:00,04692,MEMBER,61,2021-12-19 00:00:00
0000053582,MC68957,2016-11-01 00:00:00,02681,SILVER,22,2017-08-22 00:00:00
0000053583,MC59429,2017-06-17 00:00:00,04977,MEMBER,70,2017-08-12 00:00:00
0000053584,MC79907,2022-01-13 00:00:00,03719,SILVER,8,2022-09-25 00:00:00
0000053587,MC17732,2022-03-29 00:00:00,00255,GOLD,56,2022-07-19 00:00:00
0000053595,MC24561,2018-04-05 00:00:00,01165,MEMBER,26,2018-09-08 00:00:00
0000053596,MC52743,2017-12-06 00:00:00,03963,SILVER,22,2018-01-17 00:00:00
0000053597,MC76410,2023-01-28 00:00:00,02539,SILVER,59,2024-01-21 00:00:00
0000053598,MC83050,2018-09-06 00:00:00,03668,GOLD,99,2019-03-17 00:00:00
0000053599,MC80170,2017-01-06 00:00:00,01765,SILVER,56,2017-03-27 00:00:00
0000053600,MC60966,2015-03-06 00:00:00,03554,SILVER,71,2016-02-13 00:00:00
0000053601,MC28676,2020-08-22 00:00:00,04358,MEMBER,58,2021-03-14 00:00:00
0000053602,MC67464,2017-09-27 00:00:00,02392,GOLD,70,2018-03-05 00:00:00
0000053608,MC97400,2022-07-27 00:00:00,04124,MEMBER,60,2023-04-24 00:00:00
0000053609,MC63054,2016-10-20 00:00:00,04397,SILVER,21,2017-04-27 00:00:00
0000053612,MC25795,2020-10-19 00:00:00,02761,SILVER,51,2021-01-26 00:00:00
0000053613,MC96236,2017-10-24 00:00:00,03891,GOLD,57,2018-04-20 00:00:00
0000053614,MC31575,2022-05-21 00:00:00,03695,MEMBER,46,2022-12-17 00:00:00
0000053616,MC88588,2018-01-28 00:00:00,02493,GOLD,30,2018-04-03 00:00:00
0000053617,MC45664,2022-12-04 00:00:00,00921,GOLD,88,2023-02-20 00:00:00
0000053619,MC97167,2023-01-05 00:00:00,01652,MEMBER,12,2023-11-25 00:00:00
0000053620,MC52482,2022-12-29 00:00:00,02079,SILVER,47,2023-08-06 00:00:00
0000053623,MC31034,2016-05-24 00:00:00,04316,MEMBER,85,2017-05-03 00:00:00
0000053624,MC44808,2015-11-24 00:00:00,04795,GOLD,2,2016-04-24 00:00:00
0000053627,MC84777,2022-06-25 00:00:00,03234,GOLD,80,2022-08-04 00:00:00
0000053628,MC13627,2021-04-02 00:00:00,04857,GOLD,31,2022-02-03 00:00:00
0000053630,MC98939,2016-12-28 00:00:00,03428,MEMBER,4,2017-10-23 00:00:00
0000053633,MC98629,2021-05-02 00:00:00,00109,SILVER,33,2021-08-05 00:00:00
0000053636,MC11871,2022-02-26 00:00:00,04240,MEMBER,62,2022-11-18 00:00:00
0000053637,MC77138,2023-06-11 00:00:00,00404,SILVER,59,2023-10-12 00:00:00
0000053638,MC75887,2022-03-25 00:00:00,04237,MEMBER,85,2023-02-02 00:00:00
0000053639,MC19630,2018-07-18 00:00:00,03766,SILVER,11,2018-08-28 00:00:00
0000053640,MC59987,2019-01-19 00:00:00,02256,MEMBER,46,2019-12-02 00:00:00
0000053642,MC37381,2023-12-19 00:00:00,01105,SILVER,92,2024-04-11 00:00:00
0000053643,MC11672,2019-12-19 00:00:00,03939,MEMBER,94,2020-09-14 00:00:00
0000053645,MC60737,2020-04-08 00:00:00,02558,MEMBER,88,2021-03-01 00:00:00
0000053646,MC30771,2018-10-20 00:00:00,04931,MEMBER,32,2019-10-04 00:00:00
0000053647,MC50581,2021-08-19 00:00:00,04619,GOLD,23,2022-04-19 00:00:00
0000053648,MC59565,2016-09-03 00:00:00,04227,GOLD,81,2017-04-24 00:00:00
0000053649,MC53391,2015-08-03 00:00:00,00870,SILVER,48,2015-11-11 00:00:00
0000053652,MC62505,2020-06-19 00:00:00,00643,SILVER,79,2020-11-19 00:00:00
0000053653,MC54795,2017-09-11 00:00:00,04584,MEMBER,84,2018-04-16 00:00:00
0000053654,MC39231,2021-09-16 00:00:00,02112,SILVER,99,2022-06-15 00:00:00
0000053659,MC88801,2023-01-06 00:00:00,00157,MEMBER,49,2023-03-13 00:00:00
0000053660,MC13857,2015-02-19 00:00:00,04536,GOLD,59,2016-02-01 00:00:00
0000053661,MC55009,2017-01-11 00:00:00,00478,MEMBER,57,2017-06-27 00:00:00
0000053663,MC77350,2017-03-19 00:00:00,03033,SILVER,94,2017-05-03 00:00:00
0000053665,MC32390,2017-09-20 00:00:00,02919,MEMBER,14,2018-08-14 00:00:00
0000053666,MC32949,2017-02-12 00:00:00,04432,SILVER,97,2017-05-22 00:00:00
0000053669,MC28171,2019-01-29 00:00:00,02454,GOLD,6,2019-07-11 00:00:00
0000053671,MC95038,2020-02-16 00:00:00,01097,MEMBER,74,2020-11-07 00:00:00
0000053672,MC51707,2021-10-03 00:00:00,02515,MEMBER,0,2022-05-11 00:00:00
0000053673,MC41721,2017-08-05 00:00:00,00224,SILVER,41,2018-01-22 00:00:00
0000053674,MC68355,2022-12-31 00:00:00,01783,MEMBER,87,2023-06-29 00:00:00
0000053675,MC91473,2016-10-05 00:00:00,01403,MEMBER,17,2017-07-20 00:00:00
0000053679,MC90851,2016-10-03 00:00:00,00073,MEMBER,76,2017-01-13 00:00:00
0000053680,MC10823,2019-05-12 00:00:00,00677,SILVER,15,2019-08-03 00:00:00
0000053681,MC98094,2017-04-10 00:00:00,02240,MEMBER,3,2017-06-19 00:00:00
0000053683,MC70210,2022-11-03 00:00:00,00947,GOLD,97,2023-04-30 00:00:00
0000053685,MC64358,2023-09-29 00:00:00,01396,MEMBER,78,2024-04-23 00:00:00
0000053689,MC63878,2015-11-02 00:00:00,03821,GOLD,68,2016-03-21 00:00:00
0000053690,MC67301,2017-08-14 00:00:00,00059,MEMBER,25,2018-03-17 00:00:00
0000053693,MC79971,2020-08-11 00:00:00,00243,MEMBER,47,2021-03-12 00:00:00
0000053697,MC28287,2018-05-17 00:00:00,03461,MEMBER,27,2019-01-15 00:00:00
0000053698,MC39709,2015-02-24 00:00:00,00260,GOLD,29,2015-07-08 00:00:00
0000053700,MC63274,2021-02-08 00:00:00,03648,GOLD,36,2021-03-17 00:00:00
0000053702,MC49189,2019-04-10 00:00:00,00326,MEMBER,55,2019-07-02 00:00:00
0000053704,MC79403,2017-08-21 00:00:00,04213,SILVER,27,2018-03-10 00:00:00
0000053705,MC30454,2023-11-28 00:00:00,00616,MEMBER,42,2024-10-17 00:00:00
0000053707,MC19650,2017-06-01 00:00:00,03773,MEMBER,91,2018-02-25 00:00:00
0000053710,MC46955,2022-05-31 00:00:00,04303,MEMBER,90,2023-02-09 00:00:00
0000053712,MC26391,2015-02-19 00:00:00,00366,SILVER,15,2016-01-11 00:00:00
0000053713,MC71070,2020-06-03 00:00:00,00079,GOLD,89,2021-02-21 00:00:00
0000053714,MC56704,2018-07-19 00:00:00,00613,MEMBER,68,2019-05-20 00:00:00
0000053715,MC70111,2018-04-02 00:00:00,03780,MEMBER,95,2018-06-16 00:00:00
0000053720,MC62593,2021-03-06 00:00:00,01205,GOLD,17,2022-02-25 00:00:00
0000053722,MC68868,2016-09-17 00:00:00,04734,SILVER,79,2017-01-23 00:00:00
0000053723,MC92203,2017-09-28 00:00:00,02253,GOLD,58,2018-07-14 00:00:00
0000053724,MC88092,2018-07-09 00:00:00,01586,GOLD,28,2019-04-24 00:00:00
0000053725,MC84011,2022-02-22 00:00:00,02975,SILVER,46,2023-01-17 00:00:00
0000053727,MC91097,2022-11-30 00:00:00,04375,MEMBER,96,2023-03-02 00:00:00
0000053728,MC28636,2021-11-13 00:00:00,03219,GOLD,94,2022-09-01 00:00:00
0000053729,MC15040,2020-04-29 00:00:00,02662,SILVER,22,2020-09-03 00:00:00
0000053730,MC78719,2016-02-18 00:00:00,04388,SILVER,29,2016-05-28 00:00:00
0000053731,MC33993,2020-05-09 00:00:00,01219,GOLD,74,2021-04-03 00:00:00
0000053733,MC75970,2015-03-09 00:00:00,01150,SILVER,27,2015-09-15 00:00:00
0000053734,MC51764,2021-07-13 00:00:00,01927,MEMBER,20,2021-08-29 00:00:00
0000053736,MC75386,2016-09-20 00:00:00,02181,GOLD,24,2017-08-02 00:00:00
0000053737,MC74525,2023-10-10 00:00:00,00420,SILVER,97,2023-12-11 00:00:00
0000053740,MC87882,2018-01-17 00:00:00,02249,SILVER,28,2018-12-21 00:00:00
0000053744,MC50897,2020-12-30 00:00:00,03085,GOLD,19,2021-12-06 00:00:00
0000053747,MC86306,2016-10-13 00:00:00,00839,SILVER,56,2017-05-26 00:00:00
0000053749,MC52732,2020-03-02 00:00:00,02085,SILVER,52,2020-06-15 00:00:00
0000053752,MC97188,2023-09-13 00:00:00,03523,MEMBER,26,2024-02-28 00:00:00
0000053753,MC61185,2015-07-09 00:00:00,03625,GOLD,74,2015-11-11 00:00:00
0000053754,MC42774,2020-10-27 00:00:00,04162,MEMBER,69,2021-09-10 00:00:00
0000053758,MC31794,2015-11-03 00:00:00,04209,SILVER,18,2016-02-02 00:00:00
0000053759,MC79978,2021-11-23 00:00:00,04650,GOLD,85,2022-10-23 00:00:00
0000053760,MC30196,2021-05-27 00:00:00,01558,SILVER,30,2021-09-07 00:00:00
0000053761,MC19345,2022-05-17 00:00:00,00434,MEMBER,14,2022-12-19 00:00:00
0000053766,MC45404,2020-03-25 00:00:00,00009,GOLD,12,2020-05-20 00:00:00
0000053767,MC47918,2021-09-21 00:00:00,04497,GOLD,78,2021-10-21 00:00:00
0000053769,MC25707,2022-11-09 00:00:00,02936,GOLD,85,2023-07-22 00:00:00
0000053771,MC25645,2021-04-12 00:00:00,02513,GOLD,61,2021-06-09 00:00:00
0000053773,MC28033,2022-01-31 00:00:00,02535,SILVER,59,2022-08-31 00:00:00
0000053775,MC87294,2021-11-02 00:00:00,01273,MEMBER,95,2022-05-22 00:00:00
0000053776,MC39459,2022-10-12 00:00:00,01300,MEMBER,63,2023-08-28 00:00:00
0000053778,MC19307,2019-12-29 00:00:00,02932,GOLD,60,2020-09-25 00:00:00
0000053782,MC70154,2020-02-18 00:00:00,03478,SILVER,28,2020-12-13 00:00:00
0000053784,MC55581,2016-03-09 00:00:00,00434,MEMBER,39,2016-07-25 00:00:00
0000053785,MC23317,2023-11-28 00:00:00,03849,GOLD,75,2024-09-15 00:00:00
0000053787,MC49775,2019-03-14 00:00:00,02859,MEMBER,53,2019-08-30 00:00:00
0000053788,MC10104,2023-09-19 00:00:00,02898,SILVER,18,2024-02-05 00:00:00
0000053789,MC57284,2022-02-20 00:00:00,02272,SILVER,48,2022-11-10 00:00:00
0000053790,MC82610,2021-04-04 00:00:00,00279,GOLD,57,2021-05-15 00:00:00
0000053791,MC57874,2015-02-22 00:00:00,04626,MEMBER,93,2015-07-06 00:00:00
0000053792,MC48363,2023-11-09 00:00:00,02174,GOLD,79,2024-04-08 00:00:00
0000053793,MC31907,2022-05-31 00:00:00,03286,SILVER,2,2022-09-24 00:00:00
0000053797,MC15034,2018-08-11 00:00:00,03990,MEMBER,52,2019-02-13 00:00:00
0000053799,MC50986,2016-02-03 00:00:00,04925,MEMBER,52,2016-11-05 00:00:00
0000053801,MC58189,2020-07-03 00:00:00,03036,GOLD,34,2020-10-27 00:00:00
0000053803,MC54547,2018-09-21 00:00:00,03770,MEMBER,26,2018-12-22 00:00:00
0000053807,MC50093,2023-02-06 00:00:00,03804,MEMBER,60,2023-06-08 00:00:00
0000053808,MC18612,2019-02-15 00:00:00,00065,GOLD,13,2019-12-03 00:00:00
0000053809,MC40553,2019-08-31 00:00:00,01407,MEMBER,81,2020-01-09 00:00:00
0000053810,MC83339,2019-05-17 00:00:00,03393,MEMBER,62,2019-12-31 00:00:00
0000053811,MC21967,2020-01-24 00:00:00,01956,GOLD,46,2020-07-06 00:00:00
0000053812,MC45458,2023-05-19 00:00:00,01590,MEMBER,91,2024-04-30 00:00:00
0000053815,MC41293,2019-01-29 00:00:00,04751,MEMBER,16,2019-11-29 00:00:00
0000053818,MC43794,2022-10-17 00:00:00,01569,GOLD,13,2023-01-23 00:00:00
0000053820,MC33618,2021-06-19 00:00:00,00476,MEMBER,56,2022-01-12 00:00:00
0000053823,MC43737,2021-11-20 00:00:00,00749,MEMBER,33,2021-12-20 00:00:00
0000053826,MC62628,2022-10-10 00:00:00,03134,SILVER,68,2023-07-17 00:00:00
0000053828,MC56565,2021-09-14 00:00:00,00209,GOLD,10,2022-06-01 00:00:00
0000053831,MC30964,2021-10-29 00:00:00,02703,GOLD,46,2022-02-15 00:00:00
0000053832,MC12400,2020-12-25 00:00:00,04181,GOLD,56,2021-11-15 00:00:00
0000053834,MC60306,2015-10-14 00:00:00,03878,MEMBER,51,2016-08-14 00:00:00
0000053835,MC72672,2016-01-20 00:00:00,00315,SILVER,13,2016-05-11 00:00:00
0000053837,MC54003,2023-12-14 00:00:00,03087,SILVER,78,2024-03-17 00:00:00
0000053838,MC20122,2019-05-17 00:00:00,03533,MEMBER,88,2019-07-02 00:00:00
0000053839,MC17649,2015-03-11 00:00:00,04686,SILVER,33,2015-04-17 00:00:00
0000053840,MC12088,2015-06-03 00:00:00,04358,MEMBER,95,2015-11-30 00:00:00
0000053842,MC66009,2023-03-10 00:00:00,04103,GOLD,58,2024-02-22 00:00:00
0000053843,MC52122,2017-11-06 00:00:00,02969,SILVER,35,2018-02-04 00:00:00
0000053845,MC11953,2019-01-24 00:00:00,03289,GOLD,65,2019-04-24 00:00:00
0000053847,MC86084,2017-08-10 00:00:00,02771,GOLD,64,2017-10-22 00:00:00
0000053849,MC62881,2020-01-23 00:00:00,00550,SILVER,75,2020-07-12 00:00:00
0000053850,MC82053,2020-07-06 00:00:00,01772,SILVER,13,2021-03-22 00:00:00
0000053852,MC80332,2016-10-21 00:00:00,04875,GOLD,46,2016-12-19 00:00:00
0000053857,MC45942,2023-09-05 00:00:00,02008,SILVER,89,2023-11-30 00:00:00
0000053858,MC68377,2016-02-13 00:00:00,04001,SILVER,90,2016-05-12 00:00:00
0000053859,MC81018,2020-04-20 00:00:00,00222,MEMBER,13,2020-09-13 00:00:00
0000053862,MC32215,2015-04-20 00:00:00,02816,GOLD,24,2015-09-07 00:00:00
0000053865,MC49871,2016-03-25 00:00:00,00256,SILVER,80,2016-09-01 00:00:00
0000053866,MC38161,2021-03-31 00:00:00,03185,GOLD,67,2021-12-10 00:00:00
0000053867,MC74764,2023-02-13 00:00:00,02822,SILVER,98,2023-07-22 00:00:00
0000053868,MC61207,2018-06-17 00:00:00,04131,SILVER,43,2019-02-09 00:00:00
0000053869,MC63317,2023-12-23 00:00:00,03070,GOLD,71,2024-02-29 00:00:00
0000053872,MC13740,2022-04-26 00:00:00,02773,SILVER,22,2023-04-26 00:00:00
0000053873,MC24615,2016-03-24 00:00:00,03876,MEMBER,29,2016-12-27 00:00:00
0000053874,MC64637,2021-10-26 00:00:00,01937,SILVER,94,2022-06-04 00:00:00
0000053876,MC85521,2020-01-17 00:00:00,01594,MEMBER,63,2020-03-30 00:00:00
0000053877,MC82852,2016-01-29 00:00:00,02047,MEMBER,93,2016-05-13 00:00:00
0000053881,MC43849,2019-11-18 00:00:00,03271,GOLD,64,2020-09-13 00:00:00
0000053885,MC69706,2023-11-01 00:00:00,04042,SILVER,63,2024-01-28 00:00:00
0000053886,MC64719,2019-08-18 00:00:00,04404,SILVER,36,2020-04-15 00:00:00
0000053887,MC49458,2015-02-05 00:00:00,03868,GOLD,93,2015-09-14 00:00:00
0000053889,MC60895,2017-09-06 00:00:00,01821,GOLD,51,2018-08-06 00:00:00
0000053890,MC35515,2017-06-02 00:00:00,04379,MEMBER,4,2017-12-05 00:00:00
0000053893,MC57650,2022-05-16 00:00:00,04997,GOLD,54,2022-11-13 00:00:00
0000053895,MC98948,2015-09-15 00:00:00,04345,MEMBER,51,2015-10-25 00:00:00
0000053896,MC21482,2020-08-20 00:00:00,02073,SILVER,68,2021-01-30 00:00:00
0000053897,MC45684,2022-04-06 00:00:00,02124,SILVER,80,2022-09-02 00:00:00
0000053903,MC85540,2018-09-23 00:00:00,03784,MEMBER,56,2019-09-09 00:00:00
0000053906,MC60050,2018-05-03 00:00:00,01408,SILVER,57,2018-09-04 00:00:00
0000053908,MC39779,2021-10-08 00:00:00,02255,MEMBER,84,2022-04-22 00:00:00
0000053909,MC56767,2021-04-13 00:00:00,04509,MEMBER,56,2021-06-05 00:00:00
0000053911,MC77077,2023-04-13 00:00:00,04481,MEMBER,80,2023-09-14 00:00:00
0000053912,MC67581,2017-01-03 00:00:00,04997,SILVER,5,2017-11-19 00:00:00
0000053916,MC70888,2015-01-24 00:00:00,00630,MEMBER,65,2015-09-15 00:00:00
0000053917,MC10353,2023-09-24 00:00:00,00478,MEMBER,75,2024-01-04 00:00:00
0000053919,MC55035,2020-05-30 00:00:00,02065,GOLD,39,2020-11-24 00:00:00
0000053922,MC65530,2015-08-04 00:00:00,01677,GOLD,1,2016-07-11 00:00:00
0000053923,MC10296,2016-03-05 00:00:00,02492,SILVER,95,2016-08-04 00:00:00
0000053925,MC28020,2019-07-08 00:00:00,04311,MEMBER,21,2019-11-21 00:00:00
0000053926,MC34765,2023-08-02 00:00:00,00659,SILVER,93,2023-09-30 00:00:00
0000053931,MC57489,2018-08-30 00:00:00,01858,SILVER,22,2019-04-16 00:00:00
0000053936,MC87717,2022-06-04 00:00:00,04804,GOLD,97,2023-05-12 00:00:00
0000053937,MC69181,2015-10-24 00:00:00,00119,GOLD,97,2016-09-17 00:00:00
0000053938,MC16632,2021-03-22 00:00:00,04618,SILVER,0,2022-02-10 00:00:00
0000053943,MC94076,2015-08-10 00:00:00,01160,SILVER,68,2016-08-04 00:00:00
0000053945,MC81373,2022-03-22 00:00:00,04086,MEMBER,65,2022-09-30 00:00:00
0000053946,MC28811,2015-02-10 00:00:00,03413,GOLD,52,2015-10-19 00:00:00
0000053949,MC18133,2021-02-25 00:00:00,01306,SILVER,45,2021-12-11 00:00:00
0000053955,MC50230,2020-12-30 00:00:00,01543,MEMBER,5,2021-02-15 00:00:00
0000053957,MC68548,2015-09-26 00:00:00,02476,MEMBER,26,2016-08-11 00:00:00
0000053958,MC28240,2015-09-15 00:00:00,04224,GOLD,60,2016-06-24 00:00:00
0000053966,MC34508,2021-07-05 00:00:00,04273,MEMBER,87,2022-01-19 00:00:00
0000053967,MC89366,2018-03-19 00:00:00,00860,SILVER,98,2019-03-02 00:00:00
0000053970,MC69564,2017-04-16 00:00:00,04597,SILVER,96,2017-08-31 00:00:00
0000053971,MC63254,2019-03-01 00:00:00,03587,GOLD,15,2020-01-30 00:00:00
0000053973,MC11711,2022-01-06 00:00:00,03332,GOLD,76,2022-08-24 00:00:00
0000053976,MC16601,2019-05-24 00:00:00,01999,MEMBER,67,2019-08-01 00:00:00
