PTicketID,BranchName,Area,NumberofCustomer,PreOrderNote
TKT0058511,{3},Area 4,6,Note for TKT0058511
TKT0027359,{5},Area 2,6,Note for TKT0027359
TKT0059530,{9},Area 2,3,Note for TKT0059530
TKT0024900,{6},Area 4,1,Note for TKT0024900
TKT0053744,{8},Area 1,2,Note for TKT0053744
TKT0053778,{11},Area 4,3,Note for TKT0053778
TKT0092039,{9},Area 4,7,Note for TKT0092039
TKT0074719,{2},Area 4,2,Note for TKT0074719
TKT0072445,{12},Area 3,9,Note for TKT0072445
TKT0050872,{15},Area 4,7,Note for TKT0050872
TKT0010256,{6},Area 4,9,Note for TKT0010256
TKT0081633,{4},Area 3,4,Note for TKT0081633
TKT0078062,{6},Area 4,10,Note for TKT0078062
TKT0079935,{1},Area 4,3,Note for TKT0079935
TKT0080521,{6},Area 3,5,Note for TKT0080521
TKT0012347,{8},Area 3,8,Note for TKT0012347
TKT0044572,{10},Area 3,10,Note for TKT0044572
TKT0085302,{10},Area 3,6,Note for TKT0085302
TKT0045671,{9},Area 4,2,Note for TKT0045671
TKT0084809,{3},Area 1,9,Note for TKT0084809
TKT0059115,{11},Area 1,6,Note for TKT0059115
TKT0077049,{15},Area 1,2,Note for TKT0077049
TKT0069034,{9},Area 1,7,Note for TKT0069034
TKT0024685,{4},Area 1,3,Note for TKT0024685
TKT0046621,{13},Area 3,6,Note for TKT0046621
TKT0056615,{8},Area 4,7,Note for TKT0056615
TKT0046215,{3},Area 4,4,Note for TKT0046215
TKT0026159,{8},Area 3,7,Note for TKT0026159
TKT0065719,{11},Area 4,9,Note for TKT0065719
TKT0051541,{1},Area 2,7,Note for TKT0051541
TKT0073946,{12},Area 3,4,Note for TKT0073946
TKT0018104,{6},Area 3,2,Note for TKT0018104
TKT0042481,{1},Area 3,4,Note for TKT0042481
TKT0030631,{4},Area 3,4,Note for TKT0030631
TKT0045397,{5},Area 4,2,Note for TKT0045397
TKT0073741,{9},Area 3,8,Note for TKT0073741
TKT0060052,{10},Area 4,1,Note for TKT0060052
TKT0097255,{4},Area 4,3,Note for TKT0097255
TKT0090287,{1},Area 2,5,Note for TKT0090287
TKT0029038,{4},Area 4,9,Note for TKT0029038
TKT0013674,{8},Area 1,3,Note for TKT0013674
TKT0029487,{9},Area 1,5,Note for TKT0029487
TKT0010153,{13},Area 3,2,Note for TKT0010153
TKT0023487,{14},Area 4,5,Note for TKT0023487
TKT0083303,{1},Area 4,3,Note for TKT0083303
TKT0011518,{2},Area 2,10,Note for TKT0011518
TKT0058958,{8},Area 1,7,Note for TKT0058958
TKT0055610,{4},Area 2,5,Note for TKT0055610
TKT0058659,{13},Area 1,8,Note for TKT0058659
TKT0020007,{4},Area 2,1,Note for TKT0020007
TKT0096474,{12},Area 3,8,Note for TKT0096474
TKT0086556,{1},Area 2,2,Note for TKT0086556
TKT0030901,{3},Area 2,1,Note for TKT0030901
TKT0042225,{2},Area 1,7,Note for TKT0042225
TKT0024134,{13},Area 4,3,Note for TKT0024134
TKT0094892,{10},Area 3,3,Note for TKT0094892
TKT0068792,{4},Area 4,9,Note for TKT0068792
TKT0047609,{13},Area 1,9,Note for TKT0047609
TKT0071203,{15},Area 3,3,Note for TKT0071203
TKT0082760,{4},Area 4,2,Note for TKT0082760
TKT0091994,{2},Area 4,1,Note for TKT0091994
TKT0077576,{10},Area 3,4,Note for TKT0077576
TKT0021247,{5},Area 2,7,Note for TKT0021247
TKT0078333,{6},Area 4,3,Note for TKT0078333
TKT0073789,{3},Area 2,2,Note for TKT0073789
TKT0061579,{10},Area 1,9,Note for TKT0061579
TKT0066112,{11},Area 2,5,Note for TKT0066112
TKT0080780,{11},Area 2,7,Note for TKT0080780
TKT0067070,{4},Area 3,1,Note for TKT0067070
TKT0089882,{9},Area 1,10,Note for TKT0089882
TKT0074408,{7},Area 4,1,Note for TKT0074408
TKT0083621,{5},Area 3,6,Note for TKT0083621
TKT0015573,{7},Area 2,1,Note for TKT0015573
TKT0093348,{7},Area 2,10,Note for TKT0093348
TKT0060839,{12},Area 4,9,Note for TKT0060839
TKT0050641,{15},Area 1,3,Note for TKT0050641
TKT0081376,{5},Area 3,1,Note for TKT0081376
TKT0028224,{7},Area 3,1,Note for TKT0028224
TKT0040852,{2},Area 3,3,Note for TKT0040852
TKT0059075,{7},Area 2,9,Note for TKT0059075
TKT0075588,{1},Area 1,3,Note for TKT0075588
TKT0090312,{11},Area 3,1,Note for TKT0090312
TKT0063023,{1},Area 4,4,Note for TKT0063023
TKT0019660,{5},Area 1,6,Note for TKT0019660
TKT0023666,{15},Area 3,10,Note for TKT0023666
TKT0067763,{9},Area 3,9,Note for TKT0067763
TKT0052384,{5},Area 2,6,Note for TKT0052384
TKT0069940,{7},Area 4,4,Note for TKT0069940
TKT0027763,{4},Area 2,3,Note for TKT0027763
TKT0045469,{14},Area 3,1,Note for TKT0045469
TKT0020459,{15},Area 3,9,Note for TKT0020459
TKT0035718,{1},Area 2,1,Note for TKT0035718
TKT0070700,{11},Area 2,4,Note for TKT0070700
TKT0064934,{13},Area 3,1,Note for TKT0064934
TKT0057552,{12},Area 2,7,Note for TKT0057552
TKT0098283,{6},Area 3,5,Note for TKT0098283
TKT0086542,{2},Area 3,4,Note for TKT0086542
TKT0033078,{10},Area 1,7,Note for TKT0033078
TKT0047160,{4},Area 1,3,Note for TKT0047160
TKT0085620,{15},Area 2,8,Note for TKT0085620
TKT0047838,{1},Area 3,3,Note for TKT0047838
TKT0040154,{6},Area 1,9,Note for TKT0040154
TKT0050156,{11},Area 3,6,Note for TKT0050156
TKT0025716,{9},Area 4,2,Note for TKT0025716
TKT0085705,{9},Area 1,8,Note for TKT0085705
TKT0050494,{13},Area 1,7,Note for TKT0050494
TKT0021261,{2},Area 1,4,Note for TKT0021261
TKT0083087,{2},Area 2,9,Note for TKT0083087
TKT0020959,{2},Area 4,9,Note for TKT0020959
TKT0085227,{12},Area 2,6,Note for TKT0085227
TKT0019184,{15},Area 3,7,Note for TKT0019184
TKT0023756,{8},Area 1,1,Note for TKT0023756
TKT0025296,{4},Area 2,2,Note for TKT0025296
TKT0064299,{13},Area 4,5,Note for TKT0064299
TKT0071642,{2},Area 4,8,Note for TKT0071642
TKT0064083,{8},Area 2,1,Note for TKT0064083
TKT0045051,{13},Area 1,3,Note for TKT0045051
TKT0094468,{13},Area 1,5,Note for TKT0094468
TKT0092163,{8},Area 3,1,Note for TKT0092163
TKT0054272,{14},Area 1,6,Note for TKT0054272
TKT0040298,{10},Area 4,8,Note for TKT0040298
TKT0047270,{2},Area 4,2,Note for TKT0047270
TKT0096555,{11},Area 3,8,Note for TKT0096555
TKT0059168,{8},Area 2,9,Note for TKT0059168
TKT0010891,{11},Area 4,3,Note for TKT0010891
TKT0045391,{7},Area 1,10,Note for TKT0045391
TKT0029659,{15},Area 3,10,Note for TKT0029659
TKT0012516,{4},Area 4,2,Note for TKT0012516
TKT0045667,{6},Area 1,5,Note for TKT0045667
TKT0093230,{15},Area 2,2,Note for TKT0093230
TKT0054478,{2},Area 3,1,Note for TKT0054478
TKT0096395,{6},Area 3,9,Note for TKT0096395
TKT0051582,{7},Area 1,3,Note for TKT0051582
TKT0084074,{14},Area 2,10,Note for TKT0084074
TKT0036476,{8},Area 4,10,Note for TKT0036476
TKT0064544,{13},Area 2,10,Note for TKT0064544
TKT0043273,{14},Area 4,10,Note for TKT0043273
TKT0077075,{14},Area 1,3,Note for TKT0077075
TKT0029856,{3},Area 4,1,Note for TKT0029856
TKT0054231,{1},Area 4,3,Note for TKT0054231
TKT0074839,{1},Area 3,7,Note for TKT0074839
TKT0054689,{6},Area 3,3,Note for TKT0054689
TKT0083365,{6},Area 4,1,Note for TKT0083365
TKT0077402,{5},Area 3,5,Note for TKT0077402
TKT0093746,{10},Area 1,1,Note for TKT0093746
TKT0026781,{15},Area 3,5,Note for TKT0026781
TKT0035300,{12},Area 2,4,Note for TKT0035300
TKT0032817,{11},Area 2,3,Note for TKT0032817
TKT0094876,{3},Area 4,5,Note for TKT0094876
TKT0072780,{4},Area 2,3,Note for TKT0072780
TKT0046627,{12},Area 1,9,Note for TKT0046627
TKT0067718,{1},Area 2,1,Note for TKT0067718
TKT0042518,{13},Area 3,9,Note for TKT0042518
TKT0054927,{4},Area 1,7,Note for TKT0054927
TKT0043492,{4},Area 4,4,Note for TKT0043492
TKT0092108,{4},Area 4,6,Note for TKT0092108
TKT0025945,{15},Area 2,9,Note for TKT0025945
TKT0057892,{8},Area 1,7,Note for TKT0057892
TKT0029727,{4},Area 3,6,Note for TKT0029727
TKT0057866,{10},Area 1,4,Note for TKT0057866
TKT0072759,{5},Area 1,7,Note for TKT0072759
TKT0033829,{8},Area 3,5,Note for TKT0033829
TKT0020656,{7},Area 2,2,Note for TKT0020656
TKT0074059,{11},Area 1,4,Note for TKT0074059
TKT0076166,{13},Area 3,5,Note for TKT0076166
TKT0015503,{14},Area 1,5,Note for TKT0015503
TKT0092591,{5},Area 1,9,Note for TKT0092591
TKT0011850,{14},Area 3,3,Note for TKT0011850
TKT0083396,{13},Area 2,6,Note for TKT0083396
TKT0036114,{2},Area 2,9,Note for TKT0036114
TKT0018636,{15},Area 1,10,Note for TKT0018636
TKT0031207,{5},Area 4,4,Note for TKT0031207
TKT0086302,{5},Area 2,6,Note for TKT0086302
TKT0062162,{9},Area 4,2,Note for TKT0062162
TKT0025715,{10},Area 2,9,Note for TKT0025715
TKT0066196,{13},Area 3,9,Note for TKT0066196
TKT0089655,{13},Area 3,6,Note for TKT0089655
TKT0070612,{3},Area 3,3,Note for TKT0070612
TKT0031476,{9},Area 2,9,Note for TKT0031476
TKT0058982,{10},Area 3,1,Note for TKT0058982
TKT0095092,{6},Area 2,1,Note for TKT0095092
TKT0022991,{13},Area 1,5,Note for TKT0022991
TKT0090961,{4},Area 1,10,Note for TKT0090961
TKT0015650,{11},Area 2,3,Note for TKT0015650
TKT0093942,{10},Area 1,10,Note for TKT0093942
TKT0082449,{15},Area 3,9,Note for TKT0082449
TKT0030342,{7},Area 3,2,Note for TKT0030342
TKT0066956,{15},Area 1,5,Note for TKT0066956
TKT0049693,{11},Area 1,7,Note for TKT0049693
TKT0078780,{9},Area 1,1,Note for TKT0078780
TKT0041878,{6},Area 4,3,Note for TKT0041878
TKT0081904,{15},Area 3,3,Note for TKT0081904
TKT0042723,{8},Area 4,6,Note for TKT0042723
TKT0023958,{9},Area 3,4,Note for TKT0023958
TKT0024990,{13},Area 1,9,Note for TKT0024990
TKT0039636,{4},Area 1,8,Note for TKT0039636
TKT0065762,{12},Area 3,3,Note for TKT0065762
TKT0096546,{11},Area 1,2,Note for TKT0096546
TKT0099357,{13},Area 2,1,Note for TKT0099357
TKT0077882,{8},Area 4,7,Note for TKT0077882
TKT0083692,{11},Area 2,7,Note for TKT0083692
TKT0049264,{9},Area 1,6,Note for TKT0049264
TKT0043904,{3},Area 3,7,Note for TKT0043904
TKT0070016,{4},Area 4,10,Note for TKT0070016
TKT0051135,{2},Area 2,5,Note for TKT0051135
TKT0012606,{12},Area 2,3,Note for TKT0012606
TKT0044968,{5},Area 4,2,Note for TKT0044968
TKT0031924,{11},Area 4,1,Note for TKT0031924
TKT0023260,{7},Area 1,3,Note for TKT0023260
TKT0015461,{14},Area 3,10,Note for TKT0015461
TKT0078778,{1},Area 2,5,Note for TKT0078778
TKT0018555,{10},Area 3,5,Note for TKT0018555
TKT0084754,{9},Area 2,4,Note for TKT0084754
TKT0098548,{8},Area 3,8,Note for TKT0098548
TKT0032205,{6},Area 1,2,Note for TKT0032205
TKT0059006,{2},Area 4,3,Note for TKT0059006
TKT0020485,{10},Area 1,8,Note for TKT0020485
TKT0036436,{13},Area 2,5,Note for TKT0036436
TKT0012679,{12},Area 4,2,Note for TKT0012679
TKT0017736,{7},Area 2,10,Note for TKT0017736
TKT0057982,{3},Area 4,3,Note for TKT0057982
TKT0047444,{4},Area 4,4,Note for TKT0047444
TKT0056451,{6},Area 2,5,Note for TKT0056451
TKT0095948,{2},Area 1,7,Note for TKT0095948
TKT0076310,{7},Area 1,10,Note for TKT0076310
TKT0071826,{2},Area 3,3,Note for TKT0071826
TKT0089425,{8},Area 4,10,Note for TKT0089425
TKT0085555,{15},Area 4,9,Note for TKT0085555
TKT0075020,{13},Area 2,4,Note for TKT0075020
TKT0095462,{7},Area 2,3,Note for TKT0095462
TKT0081498,{12},Area 3,10,Note for TKT0081498
TKT0051809,{10},Area 3,8,Note for TKT0051809
TKT0051931,{14},Area 2,4,Note for TKT0051931
TKT0093977,{5},Area 1,1,Note for TKT0093977
TKT0056965,{14},Area 3,3,Note for TKT0056965
TKT0050066,{13},Area 4,2,Note for TKT0050066
TKT0033015,{3},Area 4,5,Note for TKT0033015
TKT0084777,{12},Area 2,8,Note for TKT0084777
TKT0089426,{10},Area 4,4,Note for TKT0089426
TKT0097713,{15},Area 3,3,Note for TKT0097713
TKT0051376,{10},Area 4,6,Note for TKT0051376
TKT0075562,{14},Area 2,4,Note for TKT0075562
TKT0093699,{14},Area 3,2,Note for TKT0093699
TKT0050958,{1},Area 1,3,Note for TKT0050958
TKT0045298,{12},Area 1,6,Note for TKT0045298
TKT0017285,{11},Area 2,8,Note for TKT0017285
TKT0027410,{4},Area 1,4,Note for TKT0027410
TKT0092625,{3},Area 1,1,Note for TKT0092625
TKT0035640,{4},Area 2,1,Note for TKT0035640
TKT0057044,{6},Area 3,5,Note for TKT0057044
TKT0066519,{15},Area 4,7,Note for TKT0066519
TKT0028220,{10},Area 4,10,Note for TKT0028220
TKT0060543,{2},Area 1,9,Note for TKT0060543
TKT0045669,{13},Area 2,3,Note for TKT0045669
TKT0068931,{3},Area 1,2,Note for TKT0068931
TKT0010705,{6},Area 2,8,Note for TKT0010705
TKT0078967,{10},Area 1,1,Note for TKT0078967
TKT0041324,{10},Area 2,7,Note for TKT0041324
TKT0048190,{4},Area 3,2,Note for TKT0048190
TKT0071826,{4},Area 4,6,Note for TKT0071826
TKT0037104,{11},Area 4,6,Note for TKT0037104
TKT0014348,{6},Area 2,3,Note for TKT0014348
TKT0082827,{6},Area 2,5,Note for TKT0082827
TKT0074560,{5},Area 1,8,Note for TKT0074560
TKT0010511,{10},Area 3,10,Note for TKT0010511
TKT0075862,{6},Area 1,1,Note for TKT0075862
TKT0067758,{7},Area 3,9,Note for TKT0067758
TKT0023569,{14},Area 2,8,Note for TKT0023569
TKT0015139,{15},Area 4,1,Note for TKT0015139
TKT0056177,{3},Area 3,1,Note for TKT0056177
TKT0023714,{2},Area 2,10,Note for TKT0023714
TKT0076814,{5},Area 1,9,Note for TKT0076814
TKT0033069,{12},Area 3,9,Note for TKT0033069
TKT0086977,{6},Area 2,5,Note for TKT0086977
TKT0057306,{1},Area 1,4,Note for TKT0057306
TKT0061139,{12},Area 2,8,Note for TKT0061139
TKT0012463,{10},Area 1,7,Note for TKT0012463
TKT0063480,{10},Area 3,9,Note for TKT0063480
TKT0024656,{11},Area 1,6,Note for TKT0024656
TKT0055505,{10},Area 4,8,Note for TKT0055505
TKT0062444,{3},Area 3,10,Note for TKT0062444
TKT0085845,{5},Area 1,2,Note for TKT0085845
TKT0028324,{14},Area 2,9,Note for TKT0028324
TKT0055367,{1},Area 3,4,Note for TKT0055367
TKT0099253,{13},Area 1,4,Note for TKT0099253
TKT0086565,{1},Area 1,9,Note for TKT0086565
TKT0041141,{14},Area 3,1,Note for TKT0041141
TKT0082590,{5},Area 1,3,Note for TKT0082590
TKT0074054,{7},Area 1,10,Note for TKT0074054
TKT0053895,{12},Area 2,2,Note for TKT0053895
TKT0074397,{14},Area 2,4,Note for TKT0074397
TKT0096757,{11},Area 4,1,Note for TKT0096757
TKT0082469,{3},Area 2,1,Note for TKT0082469
TKT0051745,{7},Area 3,3,Note for TKT0051745
TKT0059574,{6},Area 2,6,Note for TKT0059574
TKT0056003,{11},Area 3,4,Note for TKT0056003
TKT0054263,{3},Area 3,10,Note for TKT0054263
TKT0062281,{13},Area 2,7,Note for TKT0062281
TKT0021925,{6},Area 3,7,Note for TKT0021925
TKT0094717,{5},Area 4,1,Note for TKT0094717
TKT0095524,{2},Area 4,7,Note for TKT0095524
TKT0018539,{11},Area 3,7,Note for TKT0018539
TKT0092980,{12},Area 3,2,Note for TKT0092980
TKT0047490,{9},Area 2,10,Note for TKT0047490
TKT0065720,{14},Area 3,3,Note for TKT0065720
TKT0017274,{4},Area 1,5,Note for TKT0017274
TKT0047302,{3},Area 1,6,Note for TKT0047302
TKT0036506,{1},Area 3,2,Note for TKT0036506
TKT0097563,{7},Area 3,1,Note for TKT0097563
TKT0040342,{1},Area 4,10,Note for TKT0040342
TKT0070762,{1},Area 2,6,Note for TKT0070762
TKT0092029,{5},Area 3,3,Note for TKT0092029
TKT0021875,{15},Area 1,5,Note for TKT0021875
TKT0060132,{7},Area 1,8,Note for TKT0060132
TKT0012950,{1},Area 2,1,Note for TKT0012950
TKT0041293,{3},Area 1,1,Note for TKT0041293
TKT0041812,{9},Area 3,10,Note for TKT0041812
TKT0010422,{1},Area 2,5,Note for TKT0010422
TKT0049075,{3},Area 3,4,Note for TKT0049075
TKT0024871,{5},Area 1,8,Note for TKT0024871
TKT0017186,{15},Area 4,2,Note for TKT0017186
TKT0028496,{10},Area 2,1,Note for TKT0028496
TKT0054789,{4},Area 4,2,Note for TKT0054789
TKT0024742,{7},Area 1,2,Note for TKT0024742
TKT0071178,{12},Area 1,1,Note for TKT0071178
TKT0019704,{8},Area 3,7,Note for TKT0019704
TKT0047277,{6},Area 3,4,Note for TKT0047277
TKT0075437,{7},Area 4,2,Note for TKT0075437
TKT0036959,{4},Area 1,9,Note for TKT0036959
TKT0051695,{12},Area 4,2,Note for TKT0051695
TKT0080376,{15},Area 3,10,Note for TKT0080376
TKT0078685,{7},Area 3,7,Note for TKT0078685
TKT0021054,{2},Area 1,2,Note for TKT0021054
TKT0073705,{3},Area 2,1,Note for TKT0073705
TKT0082326,{9},Area 2,1,Note for TKT0082326
TKT0096234,{8},Area 2,6,Note for TKT0096234
TKT0067157,{3},Area 3,5,Note for TKT0067157
TKT0090546,{7},Area 4,8,Note for TKT0090546
TKT0013787,{11},Area 1,1,Note for TKT0013787
TKT0038958,{8},Area 4,1,Note for TKT0038958
TKT0029431,{5},Area 2,9,Note for TKT0029431
TKT0017376,{5},Area 3,5,Note for TKT0017376
TKT0045394,{13},Area 2,10,Note for TKT0045394
TKT0048247,{3},Area 3,1,Note for TKT0048247
TKT0031495,{1},Area 3,2,Note for TKT0031495
TKT0032952,{7},Area 1,3,Note for TKT0032952
TKT0052221,{9},Area 2,2,Note for TKT0052221
TKT0018098,{3},Area 3,7,Note for TKT0018098
TKT0049575,{12},Area 1,6,Note for TKT0049575
TKT0085076,{8},Area 2,3,Note for TKT0085076
TKT0026033,{13},Area 1,6,Note for TKT0026033
TKT0065438,{12},Area 1,2,Note for TKT0065438
TKT0077969,{10},Area 3,6,Note for TKT0077969
TKT0053197,{8},Area 2,9,Note for TKT0053197
TKT0022522,{7},Area 2,10,Note for TKT0022522
TKT0015198,{15},Area 2,1,Note for TKT0015198
TKT0081496,{6},Area 1,4,Note for TKT0081496
TKT0090741,{1},Area 3,1,Note for TKT0090741
TKT0061313,{7},Area 4,5,Note for TKT0061313
TKT0086639,{14},Area 1,2,Note for TKT0086639
TKT0084584,{6},Area 3,7,Note for TKT0084584
TKT0039849,{9},Area 3,10,Note for TKT0039849
TKT0075778,{2},Area 4,5,Note for TKT0075778
TKT0097585,{2},Area 1,9,Note for TKT0097585
TKT0090984,{8},Area 4,2,Note for TKT0090984
TKT0074834,{14},Area 2,3,Note for TKT0074834
TKT0097510,{11},Area 1,8,Note for TKT0097510
TKT0066793,{10},Area 2,5,Note for TKT0066793
TKT0090628,{2},Area 1,9,Note for TKT0090628
TKT0093044,{8},Area 4,7,Note for TKT0093044
TKT0025266,{5},Area 1,9,Note for TKT0025266
TKT0079019,{2},Area 4,4,Note for TKT0079019
TKT0074324,{12},Area 1,8,Note for TKT0074324
TKT0050465,{6},Area 1,10,Note for TKT0050465
TKT0077309,{9},Area 3,8,Note for TKT0077309
TKT0020326,{7},Area 4,8,Note for TKT0020326
TKT0066161,{9},Area 1,1,Note for TKT0066161
TKT0050177,{15},Area 1,9,Note for TKT0050177
TKT0063274,{6},Area 2,6,Note for TKT0063274
TKT0038896,{5},Area 4,9,Note for TKT0038896
TKT0046412,{12},Area 4,2,Note for TKT0046412
TKT0093330,{11},Area 1,4,Note for TKT0093330
TKT0012768,{8},Area 1,9,Note for TKT0012768
TKT0077706,{6},Area 3,9,Note for TKT0077706
TKT0050295,{14},Area 4,10,Note for TKT0050295
TKT0060674,{9},Area 1,4,Note for TKT0060674
TKT0052322,{9},Area 4,5,Note for TKT0052322
TKT0050621,{2},Area 3,8,Note for TKT0050621
TKT0010816,{3},Area 4,10,Note for TKT0010816
TKT0025821,{9},Area 3,6,Note for TKT0025821
TKT0080944,{13},Area 1,4,Note for TKT0080944
TKT0078293,{7},Area 4,2,Note for TKT0078293
TKT0042127,{11},Area 1,8,Note for TKT0042127
TKT0036223,{7},Area 2,4,Note for TKT0036223
TKT0074103,{9},Area 2,7,Note for TKT0074103
TKT0040183,{6},Area 4,9,Note for TKT0040183
TKT0033843,{2},Area 3,7,Note for TKT0033843
TKT0069665,{9},Area 4,10,Note for TKT0069665
TKT0029538,{14},Area 3,10,Note for TKT0029538
TKT0026856,{5},Area 3,6,Note for TKT0026856
TKT0038855,{12},Area 2,6,Note for TKT0038855
TKT0051902,{9},Area 1,2,Note for TKT0051902
TKT0039123,{13},Area 2,6,Note for TKT0039123
TKT0022064,{6},Area 3,2,Note for TKT0022064
TKT0088413,{5},Area 2,1,Note for TKT0088413
TKT0058324,{15},Area 4,1,Note for TKT0058324
TKT0070351,{11},Area 3,4,Note for TKT0070351
TKT0049364,{5},Area 1,2,Note for TKT0049364
TKT0095332,{1},Area 2,7,Note for TKT0095332
TKT0074907,{3},Area 3,6,Note for TKT0074907
TKT0028284,{6},Area 4,8,Note for TKT0028284
TKT0022033,{7},Area 3,1,Note for TKT0022033
TKT0026676,{8},Area 1,6,Note for TKT0026676
TKT0083949,{12},Area 2,7,Note for TKT0083949
TKT0082779,{5},Area 3,6,Note for TKT0082779
TKT0048048,{4},Area 1,2,Note for TKT0048048
TKT0016391,{14},Area 4,7,Note for TKT0016391
TKT0023346,{15},Area 1,5,Note for TKT0023346
TKT0017440,{15},Area 4,1,Note for TKT0017440
TKT0073355,{4},Area 1,2,Note for TKT0073355
TKT0084559,{2},Area 2,9,Note for TKT0084559
TKT0047399,{8},Area 3,10,Note for TKT0047399
TKT0032533,{3},Area 1,1,Note for TKT0032533
TKT0088519,{8},Area 2,4,Note for TKT0088519
TKT0044857,{6},Area 4,9,Note for TKT0044857
TKT0017600,{8},Area 3,10,Note for TKT0017600
TKT0082688,{1},Area 3,4,Note for TKT0082688
TKT0017469,{9},Area 3,8,Note for TKT0017469
TKT0056042,{4},Area 4,4,Note for TKT0056042
TKT0054770,{9},Area 2,9,Note for TKT0054770
TKT0025140,{3},Area 1,7,Note for TKT0025140
TKT0070311,{4},Area 1,9,Note for TKT0070311
TKT0096172,{11},Area 4,6,Note for TKT0096172
TKT0012928,{15},Area 1,9,Note for TKT0012928
TKT0046365,{15},Area 2,3,Note for TKT0046365
TKT0058918,{11},Area 3,8,Note for TKT0058918
TKT0097605,{6},Area 1,6,Note for TKT0097605
TKT0095122,{14},Area 3,1,Note for TKT0095122
TKT0074441,{11},Area 2,2,Note for TKT0074441
TKT0010370,{4},Area 2,3,Note for TKT0010370
TKT0016838,{5},Area 1,3,Note for TKT0016838
TKT0063310,{7},Area 4,4,Note for TKT0063310
TKT0087138,{3},Area 1,5,Note for TKT0087138
TKT0020623,{2},Area 1,1,Note for TKT0020623
TKT0012866,{1},Area 4,6,Note for TKT0012866
TKT0068940,{3},Area 1,10,Note for TKT0068940
TKT0044104,{15},Area 2,2,Note for TKT0044104
TKT0094992,{15},Area 4,7,Note for TKT0094992
TKT0024786,{6},Area 1,1,Note for TKT0024786
TKT0054117,{14},Area 3,2,Note for TKT0054117
TKT0047770,{4},Area 1,8,Note for TKT0047770
TKT0027650,{12},Area 4,10,Note for TKT0027650
TKT0039115,{7},Area 3,4,Note for TKT0039115
TKT0050991,{5},Area 2,2,Note for TKT0050991
TKT0042431,{7},Area 3,7,Note for TKT0042431
TKT0086881,{3},Area 4,8,Note for TKT0086881
TKT0049099,{2},Area 1,1,Note for TKT0049099
TKT0074476,{12},Area 2,1,Note for TKT0074476
TKT0031480,{9},Area 4,8,Note for TKT0031480
TKT0073701,{2},Area 4,4,Note for TKT0073701
TKT0027941,{8},Area 3,5,Note for TKT0027941
TKT0074359,{14},Area 2,10,Note for TKT0074359
TKT0021833,{15},Area 3,6,Note for TKT0021833
TKT0056046,{7},Area 1,10,Note for TKT0056046
TKT0090231,{6},Area 4,9,Note for TKT0090231
TKT0096177,{7},Area 4,2,Note for TKT0096177
TKT0038639,{4},Area 3,6,Note for TKT0038639
TKT0040186,{3},Area 1,1,Note for TKT0040186
TKT0089336,{6},Area 1,6,Note for TKT0089336
TKT0014655,{10},Area 3,3,Note for TKT0014655
TKT0052142,{8},Area 3,2,Note for TKT0052142
TKT0010726,{6},Area 1,10,Note for TKT0010726
TKT0020851,{3},Area 2,10,Note for TKT0020851
TKT0040712,{7},Area 4,9,Note for TKT0040712
TKT0053505,{8},Area 1,10,Note for TKT0053505
TKT0037811,{9},Area 4,4,Note for TKT0037811
TKT0010429,{8},Area 1,4,Note for TKT0010429
TKT0054886,{4},Area 4,9,Note for TKT0054886
TKT0023510,{5},Area 2,8,Note for TKT0023510
TKT0088598,{8},Area 3,10,Note for TKT0088598
TKT0075303,{10},Area 4,2,Note for TKT0075303
TKT0032245,{2},Area 1,8,Note for TKT0032245
TKT0048581,{13},Area 1,6,Note for TKT0048581
TKT0020564,{15},Area 4,1,Note for TKT0020564
TKT0060043,{13},Area 2,7,Note for TKT0060043
TKT0034146,{14},Area 4,6,Note for TKT0034146
TKT0092895,{7},Area 3,1,Note for TKT0092895
TKT0059043,{12},Area 3,2,Note for TKT0059043
TKT0081291,{2},Area 1,1,Note for TKT0081291
TKT0037683,{8},Area 4,4,Note for TKT0037683
TKT0055594,{13},Area 3,10,Note for TKT0055594
TKT0049971,{13},Area 2,6,Note for TKT0049971
TKT0090768,{7},Area 3,9,Note for TKT0090768
TKT0012272,{1},Area 4,6,Note for TKT0012272
TKT0037748,{10},Area 2,5,Note for TKT0037748
TKT0049456,{10},Area 2,2,Note for TKT0049456
TKT0087946,{14},Area 1,4,Note for TKT0087946
TKT0024087,{5},Area 4,5,Note for TKT0024087
TKT0032509,{15},Area 2,1,Note for TKT0032509
TKT0064670,{3},Area 1,4,Note for TKT0064670
TKT0075985,{11},Area 1,2,Note for TKT0075985
TKT0053478,{7},Area 2,1,Note for TKT0053478
TKT0045481,{12},Area 3,1,Note for TKT0045481
TKT0016338,{14},Area 2,3,Note for TKT0016338
TKT0031303,{10},Area 4,5,Note for TKT0031303
TKT0023190,{6},Area 4,5,Note for TKT0023190
TKT0094844,{9},Area 1,4,Note for TKT0094844
TKT0073210,{4},Area 2,1,Note for TKT0073210
TKT0033403,{6},Area 1,8,Note for TKT0033403
TKT0036118,{9},Area 3,5,Note for TKT0036118
TKT0034735,{14},Area 2,10,Note for TKT0034735
TKT0075582,{13},Area 2,10,Note for TKT0075582
TKT0065709,{14},Area 1,6,Note for TKT0065709
TKT0055379,{12},Area 4,3,Note for TKT0055379
TKT0060080,{6},Area 4,1,Note for TKT0060080
TKT0051369,{7},Area 2,7,Note for TKT0051369
TKT0016609,{1},Area 2,8,Note for TKT0016609
