OCCCD,LoginDate,LoginDuration
0000062975,2024-01-16 22:17:28,56
0000062977,2021-02-15 04:38:47,22
0000062977,2020-08-29 05:28:08,50
0000062985,2022-06-12 05:51:04,58
0000062985,2020-01-24 02:45:38,16
0000062987,2021-05-31 21:43:23,47
0000062987,2024-10-25 09:50:34,24
0000062990,2023-11-16 19:24:23,43
0000062990,2021-06-24 20:44:56,10
0000062993,2020-01-15 11:05:53,23
0000062993,2023-10-15 13:29:45,19
0000062994,2020-10-04 08:20:23,60
0000062994,2020-07-13 19:36:36,57
0000062997,2024-11-15 00:06:45,3
0000062997,2020-06-29 16:21:35,40
0000063000,2021-02-06 10:02:12,37
0000063000,2022-10-23 06:52:38,45
0000063001,2024-06-17 09:11:07,35
0000063001,2023-12-12 01:21:18,44
0000063002,2022-08-06 18:34:50,53
0000063002,2022-01-30 01:23:32,54
0000063004,2022-07-03 19:36:51,21
0000063004,2023-03-02 23:30:55,27
0000063006,2023-04-03 14:30:28,3
0000063006,2021-01-17 05:19:53,36
0000063007,2021-12-13 16:22:11,16
0000063007,2021-10-12 18:03:26,30
0000063008,2023-09-04 16:27:13,48
0000063008,2020-09-03 21:32:32,22
0000063010,2024-10-22 19:04:27,59
0000063010,2020-07-28 18:53:35,10
0000063013,2021-01-11 19:32:50,14
0000063013,2022-08-05 11:30:43,2
0000063014,2020-02-01 12:03:11,7
0000063014,2020-08-29 11:58:41,17
0000063015,2022-01-15 19:08:20,33
0000063015,2024-07-31 12:06:34,18
0000063016,2022-07-12 08:36:03,33
0000063016,2022-08-04 22:41:51,26
0000063020,2022-01-22 16:17:57,47
0000063020,2023-08-23 12:08:14,1
0000063023,2020-11-16 14:57:15,23
0000063023,2023-11-12 23:02:02,41
0000063024,2021-05-08 18:11:01,59
0000063024,2023-03-12 16:45:16,51
0000063025,2024-06-27 22:21:20,30
0000063025,2024-06-15 07:42:12,4
0000063027,2020-03-07 20:00:38,6
0000063027,2024-03-09 12:37:46,42
0000063029,2021-03-21 20:53:42,6
0000063029,2022-03-26 16:46:16,38
0000063031,2021-12-02 22:19:32,21
0000063031,2023-09-14 05:09:34,30
0000063032,2024-05-12 17:39:47,41
0000063032,2020-08-19 05:07:23,23
0000063035,2024-08-05 22:15:05,19
0000063035,2023-09-11 16:16:04,38
0000063038,2024-04-01 17:58:48,56
0000063038,2024-11-22 20:18:35,40
0000063041,2023-08-24 13:34:18,44
0000063041,2020-02-14 04:17:14,45
0000063043,2022-07-27 03:45:35,34
0000063043,2021-10-17 16:40:10,25
0000063044,2021-09-10 06:37:06,41
0000063044,2023-02-11 07:28:59,53
0000063045,2022-01-26 19:14:16,60
0000063045,2020-01-22 13:27:06,4
0000063046,2023-09-08 07:08:19,40
0000063046,2024-05-15 04:42:04,27
0000063047,2023-10-07 04:56:19,45
0000063047,2020-09-13 11:03:23,43
0000063048,2020-07-13 08:29:25,3
0000063048,2022-06-08 12:09:07,16
0000063049,2024-05-06 16:16:10,35
0000063049,2020-09-10 22:27:37,58
0000063054,2023-01-16 09:17:08,26
0000063054,2024-02-09 10:56:14,51
0000063055,2023-08-06 19:24:45,37
0000063055,2022-10-28 17:39:13,19
0000063059,2024-03-22 04:19:54,47
0000063059,2024-12-01 04:46:15,8
0000063066,2023-05-08 20:39:07,36
0000063066,2024-09-25 15:03:02,42
0000063071,2024-08-30 11:32:08,52
0000063071,2020-10-07 21:56:09,20
0000063073,2021-05-26 23:08:28,37
0000063073,2024-01-13 16:37:00,5
0000063074,2024-12-18 01:23:58,40
0000063074,2021-08-31 10:03:21,16
0000063078,2022-02-25 08:10:34,6
0000063078,2023-08-04 22:31:06,30
0000063079,2021-03-10 18:33:56,8
0000063079,2021-02-15 20:47:10,6
0000063081,2020-07-08 07:50:42,14
0000063081,2023-01-31 12:53:24,50
0000063082,2021-03-18 12:10:11,52
0000063082,2024-06-06 14:54:27,30
0000063084,2021-09-13 21:51:05,9
0000063084,2021-12-14 04:49:43,4
0000063085,2024-12-03 14:35:18,4
0000063085,2024-11-10 17:59:37,41
0000063086,2023-03-08 23:37:55,50
0000063086,2022-08-09 19:52:58,38
0000063089,2023-12-13 05:20:22,18
0000063089,2020-01-10 23:56:29,8
0000063092,2020-03-30 05:56:02,7
0000063092,2021-11-07 18:41:11,34
0000063094,2024-02-20 13:45:02,38
0000063094,2020-10-03 09:17:02,26
0000063096,2024-08-12 15:28:55,36
0000063096,2023-04-05 12:40:18,52
0000063098,2021-06-04 06:45:07,2
0000063098,2021-11-06 22:34:15,5
0000063101,2022-02-06 22:52:49,26
0000063101,2023-05-26 12:46:48,59
0000063102,2024-02-01 16:16:06,53
0000063102,2021-11-30 22:06:33,3
0000063106,2023-03-17 10:50:50,4
0000063106,2020-01-04 01:56:05,12
0000063107,2024-12-25 17:12:58,27
0000063107,2024-05-24 18:32:21,57
0000063108,2023-09-19 14:46:18,15
0000063108,2022-02-28 07:07:34,60
0000063109,2024-07-12 19:13:53,36
0000063109,2022-12-01 15:04:43,5
0000063114,2020-07-21 21:06:09,20
0000063114,2024-09-25 00:41:03,3
0000063116,2021-02-16 18:53:31,4
0000063116,2022-06-01 04:50:36,45
0000063117,2022-03-04 16:49:42,48
0000063117,2021-07-30 08:33:59,22
0000063119,2023-02-15 09:37:01,14
0000063119,2020-11-05 21:07:30,30
0000063132,2022-02-06 05:11:22,46
0000063132,2022-05-07 00:22:29,9
0000063133,2024-04-25 13:44:50,34
0000063133,2020-06-26 18:07:30,6
0000063135,2021-06-26 21:40:14,13
0000063135,2023-09-14 11:17:25,29
0000063136,2020-04-20 11:24:20,46
0000063136,2023-04-13 05:32:27,17
0000063142,2020-01-23 20:05:00,36
0000063142,2020-01-21 16:47:45,18
0000063143,2021-10-10 04:15:01,28
0000063143,2020-02-07 12:53:00,23
0000063147,2022-03-06 21:43:09,35
0000063147,2021-01-12 07:52:32,12
0000063149,2022-10-24 05:32:31,54
0000063149,2023-07-13 15:03:44,30
0000063150,2021-03-30 09:13:26,20
0000063150,2023-09-07 03:27:40,31
0000063152,2020-10-04 03:51:47,42
0000063152,2020-07-08 01:57:18,37
0000063153,2024-01-18 21:52:08,31
0000063153,2020-05-14 01:20:00,1
0000063154,2020-01-11 07:16:43,54
0000063154,2020-03-11 10:34:42,39
0000063156,2022-01-11 13:59:43,53
0000063156,2020-09-29 12:01:13,32
0000063157,2024-02-03 07:06:57,11
0000063157,2020-11-24 17:32:06,42
0000063158,2023-01-30 22:27:22,18
0000063158,2020-02-25 10:45:01,2
0000063161,2021-07-21 18:35:21,31
0000063161,2020-07-20 07:16:54,53
0000063162,2023-09-17 05:09:38,9
0000063162,2023-04-03 03:03:57,57
0000063163,2021-10-14 08:19:24,20
0000063163,2022-01-27 06:07:43,29
0000063169,2023-04-04 11:08:49,55
0000063169,2024-03-31 08:55:41,50
0000063170,2024-10-26 08:41:05,53
0000063170,2024-08-24 11:57:24,24
0000063171,2024-09-23 00:09:27,51
0000063171,2020-12-30 00:46:10,50
0000063174,2020-10-29 07:57:18,47
0000063174,2023-06-30 04:22:28,38
0000063176,2024-12-15 02:37:24,40
0000063176,2020-07-14 16:47:33,4
0000063177,2023-09-29 19:31:40,17
0000063177,2023-09-13 07:22:21,16
0000063179,2020-12-07 15:04:14,37
0000063179,2023-05-30 14:20:48,46
0000063185,2022-11-18 21:28:32,46
0000063185,2022-10-17 22:00:13,39
0000063187,2023-03-10 01:39:45,54
0000063187,2020-03-16 13:52:19,13
0000063189,2023-02-13 12:46:50,29
0000063189,2020-02-08 10:34:01,14
0000063190,2022-02-10 05:15:27,9
0000063190,2023-03-05 04:07:49,37
0000063191,2021-01-31 18:37:24,38
0000063191,2022-04-27 00:11:28,21
0000063192,2024-01-13 00:45:47,14
0000063192,2023-01-24 13:23:54,24
0000063199,2023-02-11 16:43:41,49
0000063199,2024-05-29 10:30:06,11
0000063200,2023-05-16 07:59:23,21
0000063200,2024-08-27 06:34:41,24
0000063201,2023-12-19 09:39:09,53
0000063201,2022-07-28 12:20:58,49
0000063203,2024-10-05 09:35:15,27
0000063203,2022-03-12 20:53:37,36
0000063210,2023-06-02 19:24:08,60
0000063210,2023-08-11 05:24:45,20
0000063211,2024-12-04 11:23:54,40
0000063211,2023-12-09 15:34:14,4
0000063214,2020-08-24 15:32:19,45
0000063214,2023-07-04 21:02:08,24
0000063215,2021-04-26 03:19:11,31
0000063215,2020-07-21 23:29:45,11
0000063216,2020-01-12 05:34:55,18
0000063216,2021-10-18 11:55:43,49
0000063217,2023-03-13 10:53:57,38
0000063217,2022-10-25 11:44:22,54
0000063224,2021-04-25 17:27:23,35
0000063224,2023-08-31 21:16:18,46
0000063225,2020-11-12 20:20:29,40
0000063225,2020-07-26 05:06:10,53
0000063226,2020-07-28 15:40:46,11
0000063226,2024-09-19 05:01:53,15
0000063227,2023-06-26 14:41:51,42
0000063227,2024-12-02 10:42:50,52
0000063228,2020-06-07 08:08:10,25
0000063228,2024-03-26 23:33:57,25
0000063229,2022-10-03 08:01:35,43
0000063229,2023-12-20 05:49:21,52
0000063231,2022-05-10 19:29:07,49
0000063231,2021-08-04 07:51:45,26
0000063233,2023-07-22 14:21:39,2
0000063233,2023-04-03 18:30:18,35
0000063234,2020-03-10 03:53:20,11
0000063234,2020-02-02 11:38:07,31
0000063236,2022-07-18 00:04:27,9
0000063236,2023-11-27 04:56:14,21
0000063240,2021-10-31 07:16:30,54
0000063240,2022-08-15 18:00:44,22
0000063243,2022-05-18 16:14:42,40
0000063243,2020-04-01 16:34:35,10
0000063245,2024-12-24 13:45:38,39
0000063245,2023-12-19 16:01:29,31
0000063246,2024-11-07 22:41:50,4
0000063246,2022-12-12 22:27:20,16
0000063247,2021-11-13 23:03:09,60
0000063247,2021-06-03 21:21:02,38
0000063250,2024-02-20 17:14:13,44
0000063250,2021-09-09 03:00:40,7
0000063253,2023-02-18 04:15:35,7
0000063253,2024-04-23 07:02:37,20
0000063255,2023-08-17 21:38:27,41
0000063255,2021-12-31 02:34:53,38
0000063259,2022-04-14 10:50:32,34
0000063259,2023-01-02 20:57:48,20
0000063262,2023-07-17 10:41:13,49
0000063262,2020-12-08 06:21:49,11
0000063265,2020-12-16 19:19:47,29
0000063265,2020-07-13 07:10:41,60
0000063267,2024-12-26 08:51:05,46
0000063267,2022-10-01 20:30:22,9
0000063270,2024-10-16 22:37:37,4
0000063270,2020-09-14 18:48:22,41
0000063271,2023-07-06 10:30:31,15
0000063271,2022-04-23 21:01:35,49
0000063272,2023-01-19 22:30:14,9
0000063272,2020-10-16 14:41:43,31
0000063273,2023-06-02 13:49:44,52
0000063273,2022-01-10 05:10:41,24
0000063279,2020-09-12 10:43:25,39
0000063279,2020-06-08 01:00:12,42
0000063280,2023-04-11 09:02:25,57
0000063280,2022-01-06 07:44:06,41
0000063285,2024-05-19 19:26:10,9
0000063285,2023-04-12 04:29:22,45
0000063286,2023-02-01 20:36:29,22
0000063286,2020-02-20 16:11:34,32
0000063291,2020-11-25 02:39:28,48
0000063291,2022-06-13 18:26:16,23
0000063292,2023-04-03 07:25:32,8
0000063292,2021-10-29 20:24:33,39
0000063297,2022-03-17 03:17:02,50
0000063297,2024-12-12 03:16:11,35
0000063298,2021-12-02 08:50:45,8
0000063298,2024-09-02 12:53:34,36
0000063301,2023-05-16 00:42:30,19
0000063301,2022-11-29 17:24:34,36
0000063305,2024-03-12 03:42:40,5
0000063305,2020-06-12 15:36:34,10
0000063307,2021-03-08 17:30:05,29
0000063307,2023-06-09 01:59:57,54
0000063308,2023-05-21 17:06:08,43
0000063308,2022-01-07 15:54:20,12
0000063310,2020-11-25 11:01:04,37
0000063310,2020-06-01 19:40:45,47
0000063312,2020-10-01 06:55:34,45
0000063312,2021-06-26 15:23:30,36
0000063313,2020-10-22 09:35:14,40
0000063313,2020-07-23 06:14:23,60
0000063315,2024-12-09 13:05:26,7
0000063315,2024-01-16 01:53:44,51
0000063319,2024-02-15 01:56:25,9
0000063319,2023-11-24 17:05:02,50
0000063325,2024-01-24 20:51:32,27
0000063325,2022-09-28 07:45:45,36
0000063332,2024-02-20 06:19:20,20
0000063332,2024-09-03 15:33:13,15
0000063334,2023-10-18 10:17:21,33
0000063334,2022-10-05 20:57:17,48
0000063335,2021-07-09 02:00:15,31
0000063335,2023-03-01 09:48:37,2
0000063338,2021-05-21 02:07:19,9
0000063338,2020-12-01 14:39:16,35
0000063344,2020-05-19 00:11:37,43
0000063344,2023-09-30 07:33:51,46
0000063345,2021-02-09 08:10:46,26
0000063345,2021-06-28 04:38:31,6
0000063346,2024-05-05 17:34:20,25
0000063346,2020-02-29 11:04:32,49
0000063347,2021-08-16 16:32:57,50
0000063347,2022-12-11 10:11:26,32
0000063351,2022-05-20 13:06:59,49
0000063351,2022-02-01 23:33:44,26
0000063352,2020-04-07 10:39:28,26
0000063352,2021-11-29 03:11:20,5
0000063353,2021-10-04 17:28:55,46
0000063353,2022-03-16 09:13:33,23
0000063354,2022-04-08 06:20:47,19
0000063354,2022-09-09 02:09:58,5
0000063355,2023-05-22 16:52:29,52
0000063355,2021-02-27 22:06:17,34
0000063357,2023-03-31 06:30:22,35
0000063357,2022-12-15 21:52:23,35
0000063359,2020-06-17 12:17:58,12
0000063359,2023-10-09 00:44:02,15
0000063361,2020-03-14 21:21:03,26
0000063361,2023-07-03 04:34:05,51
0000063365,2020-03-09 00:49:13,59
0000063365,2023-07-17 08:53:14,9
0000063367,2020-08-09 09:42:10,44
0000063367,2021-03-04 05:15:40,53
0000063371,2022-10-31 13:45:14,28
0000063371,2023-06-26 23:36:27,52
0000063373,2024-04-04 16:21:59,54
0000063373,2022-01-11 13:18:39,16
0000063375,2020-08-26 18:05:39,17
0000063375,2020-07-10 03:24:10,4
0000063378,2020-02-22 13:32:04,27
0000063378,2020-08-01 11:59:43,46
0000063379,2023-03-04 20:58:40,32
0000063379,2021-06-06 15:55:14,41
0000063381,2021-11-19 11:29:50,30
0000063381,2021-05-22 03:43:50,50
0000063383,2021-12-03 22:49:29,25
0000063383,2024-11-15 13:33:40,14
0000063384,2021-08-14 19:25:15,11
0000063384,2022-04-21 19:14:57,42
0000063386,2024-12-22 01:39:05,9
0000063386,2020-04-19 20:58:18,28
0000063387,2020-11-17 16:36:12,24
0000063387,2020-07-27 17:24:05,34
0000063390,2024-01-23 13:42:16,1
0000063390,2022-10-31 11:38:38,38
0000063391,2024-05-21 06:07:40,59
0000063391,2022-02-05 07:27:50,26
0000063392,2022-04-07 18:57:48,10
0000063392,2023-04-03 08:53:02,54
0000063396,2024-04-15 10:07:40,33
0000063396,2021-01-10 17:21:03,60
0000063399,2021-05-14 20:14:05,5
0000063399,2022-12-14 05:38:32,32
0000063400,2024-01-25 17:06:30,40
0000063400,2021-11-28 11:59:01,41
0000063401,2021-12-16 14:23:27,60
0000063401,2021-08-03 01:51:00,53
0000063404,2023-07-02 03:39:29,7
0000063404,2024-09-01 00:13:18,44
0000063406,2023-09-09 16:27:02,5
0000063406,2022-01-04 12:07:21,50
0000063407,2024-11-06 04:21:00,40
0000063407,2023-05-07 22:41:08,34
0000063409,2023-08-28 01:08:34,60
0000063409,2021-08-29 16:12:22,40
0000063410,2023-02-25 01:05:55,10
0000063410,2024-12-18 06:22:44,12
0000063411,2024-11-11 02:06:32,56
0000063411,2021-04-02 00:26:23,60
0000063415,2021-01-21 00:44:09,28
0000063415,2021-05-29 00:56:45,41
0000063416,2020-08-06 07:36:13,20
0000063416,2021-01-31 05:04:23,54
0000063418,2020-01-05 12:12:30,23
0000063418,2023-03-01 03:10:41,13
0000063421,2024-09-02 11:01:28,50
0000063421,2022-05-16 04:08:57,15
0000063422,2021-03-21 19:54:28,10
0000063422,2023-09-13 03:12:07,16
0000063424,2020-07-11 16:40:56,43
0000063424,2020-10-11 16:31:52,47
0000063425,2024-05-12 20:59:10,2
0000063425,2021-09-21 00:19:03,17
0000063432,2022-09-23 21:52:03,38
0000063432,2021-12-01 09:40:03,33
0000063435,2023-01-06 22:08:09,44
0000063435,2020-12-01 02:10:58,17
0000063436,2021-04-15 09:56:44,26
0000063436,2023-07-15 22:14:51,57
0000063437,2021-04-22 17:56:52,6
0000063437,2024-04-26 21:54:19,35
0000063438,2023-04-12 08:19:00,32
0000063438,2024-12-16 10:18:06,38
0000063440,2022-06-08 15:04:22,15
0000063440,2023-10-08 20:55:41,18
0000063442,2020-08-14 01:03:18,47
0000063442,2021-11-14 14:48:15,31
0000063445,2023-09-11 21:54:12,11
0000063445,2020-02-23 20:14:48,9
0000063446,2022-02-16 22:42:05,28
0000063446,2020-10-05 05:28:43,23
0000063449,2020-11-18 10:51:04,39
0000063449,2021-03-31 19:01:36,7
0000063450,2021-06-15 10:05:00,32
0000063450,2020-06-05 17:13:26,6
0000063452,2021-01-07 05:54:31,12
0000063452,2021-12-14 20:45:16,19
0000063458,2020-06-27 16:40:28,45
0000063458,2023-07-23 07:04:05,47
0000063459,2023-04-01 00:34:27,33
0000063459,2022-01-22 16:09:00,7
0000063463,2022-08-14 10:42:35,43
0000063463,2023-02-22 18:21:55,34
0000063464,2022-09-18 22:04:37,41
0000063464,2021-11-14 20:23:43,16
0000063465,2024-11-08 15:53:35,58
0000063465,2024-12-07 08:19:59,48
0000063466,2020-06-28 23:38:38,54
0000063466,2022-08-25 22:58:16,52
0000063467,2021-10-27 00:18:21,8
0000063467,2020-10-31 03:15:34,14
0000063469,2020-03-19 14:39:26,50
0000063469,2022-08-19 12:40:12,36
0000063471,2023-03-11 22:12:40,7
0000063471,2021-05-31 07:06:20,1
0000063472,2023-07-30 00:02:54,54
0000063472,2023-09-14 09:23:00,8
0000063473,2020-01-08 14:58:23,30
0000063473,2023-08-11 13:48:24,31
0000063474,2021-05-04 21:10:44,6
0000063474,2021-06-13 07:01:55,12
0000063475,2021-01-11 04:17:18,27
0000063475,2024-08-26 18:35:22,43
0000063476,2023-09-25 15:17:16,44
0000063476,2024-04-10 01:38:18,37
0000063477,2022-03-04 06:10:13,52
0000063477,2021-04-16 23:30:53,58
0000063480,2020-02-17 13:54:30,54
0000063480,2023-09-27 04:41:29,57
0000063482,2024-05-08 01:36:47,14
0000063482,2023-10-03 21:42:49,34
0000063483,2022-04-04 13:27:28,38
0000063483,2023-07-09 08:06:20,50
0000063484,2022-11-04 15:36:06,20
0000063484,2021-10-17 09:49:10,51
0000063487,2020-02-01 19:09:35,15
0000063487,2020-01-03 02:00:57,33
0000063489,2023-08-09 10:29:15,28
0000063489,2021-01-18 04:46:05,45
0000063493,2022-07-26 03:16:45,48
0000063493,2023-03-05 21:29:44,39
0000063500,2022-04-09 09:18:26,10
0000063500,2022-02-14 09:43:51,11
0000063502,2024-12-08 00:54:53,39
0000063502,2021-01-25 14:22:06,57
0000063508,2021-08-17 01:59:14,11
0000063508,2020-12-05 04:06:11,26
0000063509,2020-05-10 06:50:45,41
0000063509,2023-03-11 09:19:55,52
0000063510,2021-08-30 16:49:20,13
0000063510,2022-09-12 16:19:45,41
0000063512,2021-02-13 15:56:11,41
0000063512,2020-04-19 14:43:04,3
0000063514,2023-08-05 23:32:55,29
0000063514,2022-01-31 12:39:18,40
0000063515,2021-03-27 23:56:31,12
0000063515,2020-05-25 07:51:03,41
0000063520,2024-11-12 14:43:30,32
0000063520,2022-12-16 02:15:29,55
0000063521,2020-01-23 05:56:47,5
0000063521,2023-06-01 20:05:15,25
0000063522,2020-11-30 01:50:20,54
0000063522,2021-08-07 05:00:29,51
0000063528,2022-02-13 14:13:34,53
0000063528,2021-10-29 12:37:50,60
0000063529,2020-03-24 22:12:20,43
0000063529,2024-12-20 11:19:33,49
0000063530,2020-10-06 10:39:02,32
0000063530,2024-02-05 19:21:06,30
0000063532,2022-09-15 17:19:08,2
0000063532,2021-04-11 18:26:46,24
0000063540,2024-08-08 06:08:35,48
0000063540,2024-02-19 06:18:40,20
0000063543,2020-09-18 08:38:44,24
0000063543,2024-02-11 06:36:09,37
0000063544,2024-02-04 14:58:50,32
0000063544,2021-11-30 02:01:43,55
0000063546,2020-03-05 21:31:03,33
0000063546,2022-09-23 19:47:52,29
0000063547,2024-01-25 14:35:32,22
0000063547,2021-08-04 19:23:14,29
0000063551,2020-01-03 19:03:42,35
0000063551,2020-08-07 23:22:45,14
0000063552,2024-04-20 19:33:45,58
0000063552,2021-03-31 11:16:24,16
0000063553,2022-06-19 17:34:29,46
0000063553,2020-01-17 06:04:07,56
0000063555,2020-10-01 02:40:46,34
0000063555,2022-07-15 23:06:10,35
0000063556,2020-03-21 16:44:40,25
0000063556,2021-12-04 12:02:17,8
0000063558,2023-02-24 19:20:03,33
0000063558,2023-04-13 22:41:51,44
0000063559,2022-12-26 13:06:20,49
0000063559,2021-03-03 15:36:01,4
0000063560,2020-06-01 05:31:35,22
0000063560,2020-09-11 23:07:21,59
0000063561,2020-07-22 10:08:25,9
0000063561,2024-01-04 12:19:39,40
0000063562,2021-05-24 02:45:52,36
0000063562,2022-10-04 22:11:56,29
0000063563,2022-11-01 05:46:54,10
0000063563,2021-11-08 14:35:06,30
0000063565,2023-05-23 08:21:19,55
0000063565,2021-10-21 21:06:53,22
0000063568,2022-10-21 03:39:30,13
0000063568,2023-10-18 07:18:46,25
0000063569,2024-03-24 16:41:05,57
0000063569,2020-11-07 22:01:12,45
0000063570,2023-01-10 16:55:49,6
0000063570,2023-04-24 01:12:49,3
0000063571,2024-11-25 15:10:36,5
0000063571,2024-08-21 14:16:53,58
0000063574,2022-01-09 12:23:45,30
0000063574,2021-05-18 06:44:26,36
0000063577,2020-04-20 11:01:28,52
0000063577,2024-08-08 17:17:52,59
0000063578,2020-06-28 04:59:42,60
0000063578,2021-11-06 17:41:42,33
0000063580,2021-10-31 09:13:37,22
0000063580,2024-01-02 16:39:19,36
0000063583,2023-01-29 10:41:24,52
0000063583,2024-11-02 11:22:05,42
0000063585,2023-07-09 13:44:51,56
0000063585,2023-09-17 11:02:53,2
0000063586,2020-08-30 19:08:54,21
0000063586,2023-01-07 16:37:17,34
0000063587,2020-11-19 05:38:12,39
0000063587,2024-06-22 22:33:19,37
0000063588,2024-07-11 06:05:13,2
0000063588,2023-01-14 12:04:48,26
0000063590,2021-05-17 21:44:59,50
0000063590,2022-06-09 23:12:12,24
0000063592,2021-09-30 03:41:01,22
0000063592,2024-01-01 01:57:55,47
0000063593,2022-01-21 15:57:07,13
0000063593,2022-04-12 18:21:48,25
0000063594,2021-09-14 19:39:06,22
0000063594,2020-04-12 02:58:34,25
0000063595,2020-03-25 04:41:12,25
0000063595,2021-03-12 22:28:00,42
0000063596,2021-05-14 11:39:05,24
0000063596,2023-02-13 21:33:37,9
0000063600,2024-05-12 01:50:45,44
0000063600,2024-02-23 04:33:34,56
0000063601,2024-03-06 18:40:11,58
0000063601,2024-04-02 01:05:23,17
0000063603,2021-07-07 07:17:43,14
0000063603,2023-07-17 08:35:19,50
0000063608,2021-11-20 03:07:27,34
0000063608,2023-03-18 21:00:02,9
0000063609,2021-04-10 15:40:35,34
0000063609,2020-04-07 05:31:34,48
0000063612,2020-01-17 14:49:10,34
0000063612,2021-12-28 03:55:56,9
0000063613,2021-12-14 12:00:48,39
0000063613,2020-02-14 00:27:51,7
0000063615,2021-11-11 06:36:11,18
0000063615,2024-11-07 11:02:02,26
0000063616,2022-11-23 13:06:37,34
0000063616,2023-06-30 12:01:55,52
0000063617,2022-05-16 13:04:58,44
0000063617,2020-01-28 18:13:58,30
0000063618,2022-09-27 11:31:36,5
0000063618,2022-08-18 21:21:05,5
0000063623,2023-02-15 08:19:09,56
0000063623,2023-10-22 04:13:10,56
0000063626,2024-08-16 19:42:06,54
0000063626,2022-12-07 23:12:01,33
0000063631,2020-07-25 19:59:06,32
0000063631,2023-08-17 23:33:45,53
0000063632,2021-09-03 08:21:13,40
0000063632,2023-09-10 12:08:22,22
0000063634,2023-06-04 16:28:35,39
0000063634,2021-03-23 00:59:42,11
0000063636,2020-05-30 09:15:16,23
0000063636,2022-07-18 21:20:40,32
0000063638,2020-12-22 06:17:58,11
0000063638,2024-03-22 18:57:54,28
0000063640,2024-10-07 04:44:55,48
0000063640,2023-08-11 17:19:15,17
0000063641,2023-06-20 13:15:11,36
0000063641,2020-02-18 23:36:37,41
0000063643,2022-06-19 00:26:03,3
0000063643,2020-12-03 00:47:40,6
0000063646,2022-11-15 09:15:17,5
0000063646,2024-03-19 15:52:47,41
0000063647,2020-05-19 05:46:44,18
0000063647,2023-12-30 21:40:14,33
0000063649,2023-09-16 23:52:21,27
0000063649,2023-11-06 04:55:01,2
0000063650,2022-08-03 08:48:16,27
0000063650,2020-06-16 09:32:35,8
0000063653,2023-11-14 19:12:59,40
0000063653,2020-06-07 11:30:22,45
0000063660,2021-03-23 14:33:12,40
0000063660,2020-10-27 22:58:02,8
0000063663,2024-08-25 13:05:13,18
0000063663,2022-02-25 06:32:34,48
0000063664,2023-11-13 21:02:25,24
0000063664,2022-08-05 07:19:42,43
0000063666,2024-10-11 03:45:36,4
0000063666,2023-11-08 10:00:36,17
0000063667,2020-05-10 08:57:03,46
0000063667,2020-12-26 00:57:31,30
0000063668,2020-10-24 22:35:55,1
0000063668,2022-02-20 06:54:33,21
0000063672,2020-03-08 03:49:35,20
0000063672,2022-04-03 05:52:22,27
0000063674,2022-01-10 20:16:30,9
0000063674,2020-03-18 16:44:21,57
0000063675,2020-09-15 12:45:37,1
0000063675,2023-02-08 06:07:14,51
0000063676,2020-08-03 14:20:09,4
0000063676,2023-01-14 17:41:54,33
0000063678,2023-07-27 19:38:22,42
0000063678,2024-06-21 04:28:51,55
0000063681,2021-07-14 04:09:26,39
0000063681,2022-03-22 03:46:52,59
0000063682,2020-05-09 02:57:57,14
0000063682,2020-09-13 13:59:53,40
0000063686,2022-04-13 10:40:41,44
0000063686,2024-01-10 00:33:53,19
0000063688,2024-01-06 07:27:03,58
0000063688,2020-01-28 03:02:20,51
0000063689,2024-05-14 21:45:27,56
0000063689,2024-11-25 22:09:30,43
0000063690,2023-06-26 17:43:45,41
0000063690,2022-09-15 20:41:30,29
0000063692,2022-01-19 03:16:36,36
0000063692,2023-06-09 23:23:51,57
0000063693,2022-09-07 23:49:40,8
0000063693,2024-12-07 13:33:29,50
0000063694,2021-03-22 15:16:31,20
0000063694,2020-08-05 13:12:32,57
0000063695,2023-03-09 08:59:49,34
0000063695,2023-12-31 03:52:42,28
0000063699,2024-08-05 11:47:23,20
0000063699,2022-02-21 00:16:06,38
0000063702,2023-12-28 21:40:41,32
0000063702,2020-08-14 01:56:45,18
0000063704,2020-02-23 09:29:11,6
0000063704,2021-04-28 22:33:16,4
0000063706,2023-10-09 19:08:21,19
0000063706,2021-08-21 08:44:09,44
0000063714,2023-03-07 07:29:26,57
0000063714,2022-05-16 11:40:35,43
0000063715,2024-05-12 21:38:14,10
0000063715,2020-09-17 18:31:14,32
0000063716,2024-04-03 02:41:55,45
0000063716,2023-06-19 19:11:00,27
0000063720,2023-02-24 02:19:07,1
0000063720,2020-05-19 01:53:09,41
0000063721,2020-04-24 04:27:20,29
0000063721,2021-12-20 20:15:15,56
0000063722,2023-03-03 17:56:48,54
0000063722,2022-12-05 14:42:53,6
0000063723,2020-12-17 09:48:52,27
0000063723,2021-11-28 21:07:32,60
0000063725,2023-01-26 01:34:11,56
0000063725,2020-10-31 19:12:00,18
0000063729,2020-01-08 19:04:13,49
0000063729,2023-09-19 16:45:27,21
0000063734,2021-08-05 06:38:22,3
0000063734,2023-02-15 09:10:32,23
0000063735,2023-03-21 01:16:32,14
0000063735,2020-04-29 12:57:38,13
0000063740,2022-03-31 15:43:24,32
0000063740,2024-02-12 03:49:23,29
0000063741,2023-09-24 07:38:03,3
0000063741,2020-07-11 16:08:47,31
0000063745,2020-03-09 13:28:57,51
0000063745,2023-07-10 09:27:58,8
